payloads,distances,joules_available,energy_used
2.552,39317,777760,903404
0.872,36363,1352000,547810
0.44,51623,1208000,894050
4.664,33087,284640,1019273
1.832,45918,274080,886967
4.136,68850,330880,1907086
2.36,43580,91200,1073798
2.792,47024,270880,1056110
1.4,45841,464800,1047464
3.704,39884,487680,1141637
0.392,95898,829760,1733523
2.264,41235,9440,983136
0.776,60331,874240,1056932
0.968,93826,919040,1694468
2.696,57671,560160,1561480
3.512,35418,339520,984348
1.784,85657,390240,1848026
2.072,48088,914720,1116696
2.984,34354,1084160,932848
1.928,54955,108000,1031035
2.456,49775,834720,1102202
3.512,47983,397760,1528434
1.784,64223,122240,1378337
3.224,32002,511200,831812
1.784,38015,371040,896791
3.8,72252,1263840,1955845
2.984,80953,1357120,1964249
2.408,71223,514560,1644572
4.52,40941,340320,1215439
2.936,31463,387200,988583
1.064,96570,1217920,1897105
2.648,38764,22720,944225
1.832,91418,709760,2120709
2.888,69655,631040,1479856
4.52,89094,364640,2373570
0.632,72700,97920,1445286
2.024,77467,410080,2297765
2.6,90515,1041920,2321829
3.032,61668,92480,1441726
4.76,75654,1000640,2314210
1.16,61241,201440,890888
1.592,62732,763680,1429203
2.888,32149,1138560,706353
1.64,34046,966400,671724
0.776,34970,1279360,698032
0.296,75535,883360,1333748
3.08,92188,799360,2550678
3.368,65973,1051840,1768311
1.4,79686,895360,1319554
2.6,93147,646240,2054845
1.544,68731,34880,1583126
4.52,53478,838880,1398035
1.064,85524,1233760,1740165
3.176,49614,1237120,1222555
2.504,69599,1224480,1688684
0.68,34893,976960,570314
1.976,35614,280960,847234
1.208,51252,107200,948820
2.984,60975,153600,1600790
1.976,38603,981760,785569
2.792,44385,78560,1052539
3.128,45785,975680,1207736
3.32,96199,1185280,2202506
4.376,99559,999840,2415786
4.088,77257,205600,2277267
1.88,95541,921280,1875139
1.64,59148,707680,1169190
0.44,58728,835200,933818
3.896,91362,414400,2249032
0.584,83501,197440,1493303
0.44,86070,847360,1394599
0.632,55564,1594720,944082
4.76,54017,1455520,1542928
4.664,85209,625600,2703105
1.448,89199,1070560,1748422
4.904,51910,1545600,1430667
1.88,35719,113920,706033
3.08,49908,191360,1452000
1.016,76473,781120,1331288
4.712,63411,50880,1716814
3.752,67562,1239200,1755968
1.88,80834,17920,1989201
3.32,76725,1304160,1660271
0.296,74674,709280,1097727
1.112,77908,1012480,1891543
2.744,93854,1548320,2613191
4.376,63635,1081280,1990172
1.112,37833,625760,869849
3.464,54794,1565600,1445256
3.224,56173,597120,1268593
2.024,44070,587360,741273
1.256,70964,651840,1342163
2.072,72049,1118080,1414302
4.856,99916,520640,3082310
2.456,61164,874880,1444097
4.472,94925,897120,2488168
1.976,60681,1043200,1567598
4.904,78356,1226720,2342918
4.76,37882,1015520,1283541
1.352,81457,1504320,1556851
1.784,76781,1550720,1527310
4.424,62795,1366240,1817018
0.872,85671,380000,1687375
4.232,51805,481760,1409892
1.64,75283,591200,1498816
1.976,86252,374240,1603438
3.848,98320,777760,2299446
3.896,79805,505760,1988096
1.304,48522,168800,963653
0.392,72056,499200,1369420
1.64,36622,756480,746912
3.176,34473,1155360,759822
0.488,78300,120000,1209675
2.936,69984,1544960,1771794
0.824,88205,1503360,1670085
4.904,33192,1548640,835682
2.792,39751,845440,894570
3.08,94589,799840,2969097
0.632,76809,886560,1219204
1.064,68913,796480,1208701
1.976,71377,465760,1612159
3.464,34361,1179520,908008
1.688,58133,1039200,1320090
2.072,79805,135360,1646310
4.664,54353,968640,1762579
1.784,65966,418560,1543893
4.088,62753,473600,1457277
0.632,93777,488160,1597525
3.368,31806,531840,858419
3.416,81282,225600,2103108
2.216,73379,134400,1817440
1.112,48186,300640,870137
2.024,53849,336320,1468984
3.176,77936,67200,2025693
2.936,91117,921920,2451992
1.208,43412,1570080,947911
1.784,71363,719200,1131582
3.992,62599,1019360,1658707
0.632,47122,663840,891148
1.304,76970,1597600,1410780
4.856,83781,307360,2449426
4.52,43685,1484320,1363084
1.688,65812,819040,1583985
3.224,58672,164960,1348385
0.92,76158,1011040,1506823
3.944,66330,747840,1914026
4.904,69669,1391520,2201326
3.56,39919,322080,1035528
4.472,43307,403360,1199681
1.544,42593,1036000,797622
1.112,61185,337760,1241953
2.696,66246,597440,1613082
0.344,82899,1409440,1400456
4.808,77348,504320,1992090
3.56,96115,1357760,3519612
1.256,37469,1327680,656886
3.896,47766,527840,1244607
0.248,38428,692000,677741
1.448,42376,1035200,736335
2.6,88373,1224960,2093156
4.472,54969,1356320,1991472
3.32,66680,57760,1269766
4.616,92720,1154080,2668156
4.088,40290,878080,1255463
3.32,86672,1273440,2107610
4.808,48935,404160,1327961
1.112,97445,1524640,1856630
1.256,67716,199840,1492299
4.952,66246,1545440,1629059
4.424,73743,998240,1727810
1.352,41851,1283840,767008
3.656,79140,1322720,1772923
4.376,94519,1459360,3401082
1.208,82822,77280,1794650
4.088,36349,966880,1124787
4.856,92160,910560,3111792
0.44,51924,580480,805654
4.232,67366,700800,1575750
3.464,81842,883680,2266693
4.904,34368,1174720,1018363
2.264,43671,425600,943686
0.632,65735,961600,1261692
0.632,84075,1596320,1328358
1.64,67387,1142080,1462349
4.808,37014,785760,1192654
0.584,42047,605600,757592
1.304,38729,1478720,824900
4.232,39149,1258560,1328224
2.168,52834,439840,1409826
4.28,48389,131360,1493054
2.552,75843,1008800,1762633
0.968,49957,1195520,835070
1.976,66855,28800,1410788
1.16,41053,901440,754769
3.848,66820,440320,1939075
0.488,97963,1412640,1895315
2.024,67828,1321120,1521151
3.704,86847,1380320,2114579
2.696,84859,830240,1794299
0.968,43643,207040,826974
3.224,73855,1425280,1951707
4.184,99209,1114080,2170222
3.32,54171,1327840,1501488
2.984,99881,896480,2820293
1.688,95163,13440,1881720
1.064,97536,514080,1527524
2.552,40360,296640,1058661
4.568,76921,440800,2769036
3.992,80715,527200,1803958
2.888,79287,1160320,2247098
2.936,85755,1233760,1832233
2.216,32681,258880,683946
4.712,96955,1546880,2681500
0.92,85706,171040,1650051
3.944,60569,131520,1806137
1.88,69781,494400,1111337
0.296,64433,212960,961941
0.968,50034,1194080,929195
2.168,30714,1396800,805383
2.84,61808,353440,1628485
3.128,82864,1328800,1955371
4.28,44406,513920,1089079
0.824,69452,1498400,1117339
3.08,63026,1063680,1567329
1.448,39198,1216160,762496
1.928,63719,1553280,1359455
0.488,32569,767200,665798
0.68,75465,37440,1467625
4.568,55557,156640,2011484
0.584,48445,1120800,949819
3.08,84285,1021760,1627872
4.568,33409,1421920,834370
1.544,55823,1235680,1109862
1.16,38134,202240,753511
1.112,50671,1014400,823481
2.984,96920,492480,2510812
4.76,87092,403840,2350326
3.512,85958,683040,2268564
1.688,64909,320640,1578531
0.44,42684,702400,767535
1.928,88975,310560,2290707
2.264,66148,488160,1268131
2.552,69732,109440,1789422
3.992,67037,948160,1628506
4.856,83242,750560,2327271
0.44,54997,182720,1008711
0.296,82822,1262720,1473320
0.728,57510,97440,1030363
0.632,69186,269600,1234151
5,70495,866400,2067278
3.32,38309,123040,1157525
4.952,61157,501920,1772845
2.408,73288,703040,1747717
0.392,36951,138880,602441
3.704,56761,1029440,1478931
3.656,81100,40640,2512187
1.832,52925,1448160,1369932
4.184,87596,647680,2519136
2.408,95611,932800,2551153
4.952,47668,90560,1512183
0.488,92622,1279520,1438326
0.728,60030,203680,1038355
1.208,74807,661120,1406655
1.544,54444,517600,978772
4.76,46051,497760,1191273
2.264,88324,571680,1803344
2.216,61647,624480,1399232
3.944,66918,753920,1813128
3.08,59225,1141760,1400413
1.208,85538,816960,1400284
4.28,70474,686240,2044985
1.208,43209,351840,983072
3.224,60534,332800,1505980
1.352,42040,381920,827257
4.328,79420,195520,2334825
3.368,82500,338080,2163087
3.128,46842,696000,1308731
2.984,67555,1107520,1767228
4.472,69123,925120,2076559
1.88,90480,799200,2648895
2.84,72658,1231840,1764122
3.032,74478,553280,2146629
2.456,98180,658400,2371481
2.744,60660,447360,1445524
3.56,84509,250720,2335230
2.36,52750,1010720,1277089
1.448,91117,768160,1669510
2.6,41060,859040,871680
2.024,93133,328320,2143167
4.136,77089,834080,2233231
1.4,58245,381280,763989
2.168,97200,1108960,2376524
1.016,49558,499680,932786
3.32,35411,1188960,878607
0.92,49887,1012320,981720
4.04,56131,866560,1446188
1.304,60401,1359840,1024315
1.112,63712,727840,1480504
0.344,98831,1558720,1947221
4.184,38274,726240,1107956
4.568,80960,226400,2451875
3.896,51154,1365760,1158715
4.04,43832,627840,1002229
4.04,58273,1046240,1510169
0.68,76046,295520,1152609
1.64,67772,796000,1380364
4.232,58861,821440,2263681
4.04,90242,1193920,2276739
1.352,88044,519520,1903054
2.168,51378,1216160,1091007
1.976,82878,824000,1757768
1.448,83753,1240000,1356155
2.888,45253,358720,1038669
0.68,77579,1365760,1271393
3.272,72448,1229920,1785891
2.216,98901,1065600,2088034
4.76,66190,37280,2152037
2.168,40808,227360,849869
4.328,77495,630880,2044621
4.184,67548,34560,1850753
3.176,34011,1158080,802890
2.216,42369,22240,957490
2.648,67072,1123360,1614760
4.28,91852,558880,3027323
4.904,76151,721760,2145146
2.072,53394,689280,1289733
3.752,98698,542240,2471966
0.392,47353,1550560,740370
3.176,64923,573600,1415124
2.12,49054,223200,938813
4.664,45729,1526240,1273367
4.088,32807,735200,942764
1.832,37140,93120,692077
1.976,32919,1080320,713007
3.896,82059,693440,2207173
3.848,61920,111840,1678606
1.304,34935,1000640,657496
3.464,84747,143520,2352852
0.536,53051,830880,850770
2.552,43153,1457600,1074625
3.224,41046,223360,1021695
3.512,87323,1088480,2520741
2.744,34473,1195680,1020461
2.072,71888,1468640,1864130
0.488,57895,859840,901755
2.84,84509,165920,2183335
0.728,64769,810560,1120049
2.408,32765,1028960,907405
3.512,67191,467360,1902643
1.928,30686,596000,799853
1.736,90095,1249440,2160425
0.392,80806,1441920,1259401
1.16,73701,106080,1431934
4.76,83802,13440,2189478
3.992,68913,1514880,2013697
1.496,76340,1506720,1517630
2.216,87995,1506560,2263545
3.32,97914,202080,2596489
3.608,88905,1233920,1794371
1.784,64636,1046400,1408729
1.832,73190,1039200,1668510
0.872,50223,1407520,874174
2.024,58700,836160,1258750
3.464,53198,964160,1362786
4.52,53044,825600,1592448
2.648,80757,739520,2205885
3.08,73050,906880,2103861
3.656,51539,434880,1568568
4.904,60877,270560,2006203
0.344,58294,58880,834979
2.936,78573,1122080,1882173
2.312,40710,880960,889754
1.064,55452,547520,1114333
0.392,49649,1060480,770929
0.728,33549,1518240,730781
4.616,65931,42560,1731245
1.064,52463,466720,1096194
0.824,40696,809120,670419
2.216,88940,732800,2234571
1.928,85615,973760,1741538
4.808,54703,117440,1587848
2.456,69494,490400,1757323
2.504,73078,286240,1996318
4.424,31449,642080,911147
1.256,67737,23680,1336922
4.376,55249,277280,1469453
1.4,39807,878720,822995
2.264,38071,1163360,841691
3.128,66876,1339040,1895368
4.952,35075,238080,925822
4.232,76410,1252000,1716551
1.304,94148,1127200,1963772
3.416,91054,569920,2692371
2.792,70194,148160,1556913
3.848,65672,941600,1802811
2.504,82339,1338400,2165708
3.32,63523,1153760,1172879
4.856,70572,1340960,2368235
1.592,36832,1057600,781830
0.776,97494,1434880,1417809
1.784,75248,608160,1614287
1.256,79679,340480,1663524
3.752,32765,255840,764005
1.976,72140,477440,1489992
1.016,55284,1484960,1101526
3.128,57167,610240,1422606
3.992,98005,50240,2359176
2.504,93357,130080,2181447
3.704,72910,960160,1937707
2.36,72133,180000,1858121
1.112,79959,724640,1561093
2.744,39303,1240960,998448
5,67954,137600,1996266
3.416,30413,1544160,723037
4.76,93203,366240,2909201
1.592,82787,304320,1715289
3.992,51210,1385120,1661120
3.08,94925,1340640,2142514
0.296,77243,533280,1236537
2.264,89962,121120,1801168
2.984,68577,512800,1377887
2.936,35460,1131680,826067
3.704,40087,275200,981447
1.976,95828,1290560,2099993
2.408,30483,1534560,736605
0.632,60807,1323200,1037473
2.264,44560,176640,1124902
4.808,84299,3840,2347062
4.088,87379,1029440,2578580
2.072,56621,1451040,1553607
0.296,75787,1582880,1269969
4.424,45694,1498560,1256999
2.84,55284,1409600,1429319
3.176,92468,803520,2279073
0.92,76095,1386880,1427508
2.216,68234,572640,1555699
1.448,82283,1241440,1339931
4.904,67520,639360,2004471
3.896,82661,422560,2487373
3.8,35621,546240,1080412
2.12,66015,1155200,1701066
1.4,34676,106560,763169
2.456,79546,864800,1991754
4.52,59680,1489120,1732762
2.744,45575,953280,949927
0.296,36643,1548480,592351
3.416,89367,765440,2329308
4.184,51070,381280,1212962
4.808,41648,57120,1404526
1.304,73246,1355040,1664760
2.936,97032,885600,2553185
4.376,94400,167200,2926668
0.536,53989,1522080,921951
0.776,82290,663520,1453167
4.712,57671,488960,1420286
0.44,91124,308160,1607712
0.728,99384,501920,1627655
0.68,91019,1265760,1767957
2.984,67100,111360,1946965
3.944,51686,1458560,1529680
0.728,76669,1526560,1170972
3.8,84887,760640,2522382
1.736,36496,1579040,874089
2.024,97158,1189760,2252578
3.512,60072,797280,1722789
2.888,58371,661280,1463317
4.328,73484,705760,2444602
3.608,36496,776480,861510
3.656,76452,1272320,2102457
0.728,62123,1188640,1210790
2.312,82262,1135680,1574366
3.992,50279,805440,1232103
3.896,59442,965600,1739348
5,61654,804800,1750145
3.176,71188,377440,1734528
3.512,71300,1563200,1830019
3.272,61017,677120,1268090
3.464,81527,382560,1577534
4.424,68311,444480,1812111
2.792,60058,1043040,1205572
2.792,70446,1382560,1866334
4.76,97270,3360,2798586
4.952,47493,1555200,1556285
1.304,46702,913920,808060
4.76,65910,765120,2407654
1.544,52729,1223040,1224273
0.392,44686,1591840,704621
3.896,92321,1407520,3332171
3.8,64727,402400,2065956
1.16,71734,342080,1743155
0.344,67765,439040,1091684
1.352,72168,495520,1408996
3.368,70754,1098400,1855547
3.32,62060,875520,1168672
3.08,65728,617280,1206565
1.256,70866,912320,1319563
4.712,86441,458560,2450086
4.76,53163,1015040,1704047
1.496,43909,702240,809788
1.304,75269,1591040,1192668
2.696,73225,1571200,1532721
2.552,33836,1288800,871516
0.92,43342,182720,881080
1.352,63691,1293920,1431949
1.064,50517,1301120,915497
1.976,91068,734400,1940104
3.752,30672,399040,797524
1.304,62585,1304160,1210700
1.976,34774,696640,971371
4.184,80589,232320,2102100
0.968,76655,1531840,1519903
0.536,51448,401920,758320
0.296,57146,1015680,1113620
1.832,88625,147200,1731150
3.608,39429,603520,913654
4.808,42901,1015520,1218551
3.416,34340,360320,1054833
3.512,83536,1355680,2081215
4.904,46415,947520,1356075
1.976,89297,1238080,2009420
4.088,48340,413920,1174893
0.776,87554,1239520,1494822
3.224,46149,1473600,1270251
3.128,98992,329280,2647364
3.464,31799,370880,857983
2.456,96269,129600,2131280
4.136,45792,1297920,871078
3.512,30035,133120,879392
4.952,96374,153120,3228400
0.92,58028,6880,942836
2.552,33752,103200,942522
4.232,30434,7680,838555
0.584,82696,1455520,1441736
3.608,81254,636160,1976958
1.88,66015,1519840,1330203
3.128,66169,1297760,1583812
1.544,65126,1254880,1312244
3.512,85601,391360,2543412
0.872,52470,1018080,923275
2.648,52085,316000,1275358
2.168,45631,820000,1028492
4.232,39240,521920,1093233
2.744,97445,1130240,2741679
0.488,90347,1163040,1541712
3.704,69662,1016480,1747556
3.896,38022,1453440,915019
4.952,33157,746240,970483
1.304,53114,1184800,1325881
3.896,66974,205920,1854802
2.84,67086,178560,1455473
1.784,71678,1025760,1689915
1.352,58525,1476960,1007813
4.76,96115,384960,2862648
0.44,77327,1256960,1373086
1.16,82010,891040,1572497
0.728,55508,359360,981465
3.704,32023,391200,845287
1.976,64629,866080,1404047
4.424,39576,506240,1276681
2.696,88632,1528320,2214827
0.824,98922,671360,1632370
0.344,99363,1321600,1626020
3.752,49866,123040,1406539
1.928,59701,461280,1316548
1.592,50930,1426560,941151
2.024,36223,1021600,933793
1.064,37217,904000,882088
1.112,79042,1228320,1634700
1.928,69459,1487200,1618206
1.208,42859,1567040,840918
0.92,73365,1427200,1597283
2.216,40598,928160,812336
4.904,86196,568640,2381513
4.04,89199,1459680,2564483
4.568,92762,207360,2963920
2.744,70964,509920,1600983
4.904,46296,548800,1211435
2.648,59785,525280,1382708
3.368,44098,482560,1028900
2.84,67450,393120,1336576
2.312,77824,865920,1689476
4.088,46100,1045600,1410825
0.584,89514,278240,1707344
2.264,94386,391040,2233126
1.016,56796,657600,1191861
4.952,80932,949280,2624271
4.136,66757,116800,2017971
2.984,62466,365760,1651981
1.208,31554,631680,596521
0.728,85195,831520,1392930
4.472,49565,844480,1309474
2.6,62662,507360,1740869
4.04,45918,1441280,1180913
2.216,97480,1184000,2509022
1.544,44406,747360,1057228
3.752,61080,635840,1450471
3.416,91460,1530240,2734602
3.752,62816,1543520,1535518
2.36,56355,1152640,1283649
4.184,90074,1403680,2821772
4.52,92552,1081280,2651785
4.76,99587,1478720,3126432
3.896,86273,126720,2354984
4.52,55011,563680,1637985
4.472,95156,1241760,2509709
4.136,69676,1457760,1886975
4.952,63110,958720,1644083
1.256,82836,1013120,1402003
4.904,87932,1095520,2838642
0.728,39779,507360,725518
0.968,41060,412160,801120
3.512,46170,1055200,1101359
1.64,54122,1188160,1165176
3.224,89850,979040,2763405
0.68,72630,1515520,1282740
1.64,47206,748000,1131687
4.76,35285,1476640,1340326
3.56,46821,548160,1112643
1.976,82500,985760,1830136
4.376,70691,1130560,2139531
4.712,33444,615200,1074415
4.088,60184,688000,1816978
4.328,30868,1476000,908432
1.496,87932,1231840,1753724
1.784,94141,304800,1912360
2.984,55662,346880,1446898
1.016,70075,539040,1107709
2.168,41298,435200,870019
3.272,60380,1342240,1602658
2.456,33934,1308320,864220
0.344,70383,1553600,1024358
3.992,82626,1014400,2146608
2.072,72882,1051200,1345380
1.592,62284,647360,1185637
0.728,30903,457920,591264
4.136,76207,1319680,2545933
3.272,56747,785280,1421549
3.08,60317,472800,1479726
1.448,71503,1502880,1369605
4.904,39170,1475040,1156875
1.88,88380,634720,1966390
1.688,39576,297760,912569
0.872,79574,240000,1510529
0.584,96241,1467200,1480135
3.272,92937,1184640,2475356
1.208,64167,530880,1142443
3.992,60254,612320,1529290
4.952,83186,1502880,2224940
3.656,76144,858560,2098282
2.264,64181,1309120,1376289
4.952,89136,880160,2560542
1.544,38988,1219360,907044
2.408,70208,1589760,1601771
3.8,89633,961920,2858359
0.68,50608,504480,862915
2.936,42299,1395200,1010004
3.8,97053,301920,2713981
0.728,87855,1295840,1904689
1.544,75948,1006240,1452443
3.944,33430,1142240,1071609
3.032,66666,269600,1861249
4.424,58546,1515360,1500192
0.728,64461,851360,1175979
4.136,47514,1485760,1135327
1.208,54612,545760,1048133
1.88,96409,1423680,2157066
3.416,42187,1253120,1129903
1.496,99426,1059200,1847091
2.36,62970,907040,2010551
3.128,63929,1505920,1439673
3.176,69438,1241600,1842152
4.376,71139,1277440,2024766
1.112,92181,748320,2021303
3.032,32891,566880,912755
2.84,74660,184640,1933309
3.464,66862,451040,1821545
4.856,49614,1227200,1305198
1.112,64916,668800,1285948
2.888,93301,462880,2360912
0.344,44714,1298720,701021
1.832,46639,614080,1070985
1.496,73449,976480,1598790
4.232,53842,1138400,1578999
3.368,68626,1239200,1567897
3.656,82024,1540480,2048081
5,64020,1131040,2245494
1.4,99923,1425120,2079241
3.272,96899,1594560,2551339
